rcv	8527.838	S	0	0	0
snd	8535.551	SA	0	0	1
rcv	8544.010	A	1	0	1
rcv	8552.214	D	1	50	1
snd	8562.247	A	1	0	51
rcv	8568.954	D	51	50	1
snd	8579.137	A	1	0	101
rcv	8586.460	D	151	50	1
snd	8594.467	A	1	0	101
rcv	8603.152	D	201	50	1
snd	8610.221	A	1	0	101
rcv	8618.422	D	251	50	1
snd	8625.700	A	1	0	101
rcv	8633.934	D	301	50	1
snd	8641.905	A	1	0	101
rcv	8649.803	D	351	50	1
snd	8657.281	A	1	0	101
rcv	8665.322	D	401	50	1
snd	8673.156	A	1	0	101
rcv	8681.173	D	451	50	1
snd	8688.477	A	1	0	101
rcv	8697.058	D	501	50	1
snd	8704.560	A	1	0	101
rcv	8713.154	D	551	50	1
snd	8720.663	A	1	0	101
rcv	8819.066	D	101	50	1
snd	8862.597	A	1	0	551
rcv	8880.001	D	651	50	1
snd	8887.627	A	1	0	551
rcv	8896.061	D	701	50	1
snd	8905.275	A	1	0	551
rcv	8912.823	D	751	50	1
snd	8920.289	A	1	0	551
rcv	8927.457	D	801	50	1
snd	8934.911	A	1	0	551
rcv	8943.415	D	851	50	1
snd	8950.923	A	1	0	551
rcv	8959.519	D	901	50	1
snd	8966.590	A	1	0	551
rcv	8974.962	D	951	50	1
snd	8982.960	A	1	0	551
rcv	8991.401	D	1001	50	1
snd	8999.090	A	1	0	551
rcv	9007.207	D	1051	50	1
snd	9014.748	A	1	0	551
rcv	9097.197	D	551	50	1
snd	9112.195	A	1	0	601
rcv	9209.845	D	601	50	1
snd	9228.727	A	1	0	651
rcv	9239.822	D	1151	50	1
snd	9247.921	A	1	0	651
rcv	9329.851	D	651	50	1
snd	9340.031	A	1	0	701
rcv	9351.759	D	1201	50	1
snd	9359.923	A	1	0	701
rcv	9441.768	D	701	50	1
snd	9451.155	A	1	0	751
rcv	9459.077	D	1251	50	1
snd	9469.282	A	1	0	751
rcv	9546.982	D	751	50	1
snd	9558.136	A	1	0	801
rcv	9649.209	D	801	50	1
snd	9665.788	A	1	0	851
rcv	9674.044	D	1351	50	1
snd	9683.078	A	1	0	851
rcv	9761.447	D	851	50	1
snd	9771.583	A	1	0	901
rcv	9779.499	D	1401	50	1
snd	9787.777	A	1	0	901
rcv	9867.277	D	901	50	1
snd	9884.051	A	1	0	951
rcv	9903.415	D	1451	50	1
snd	9911.895	A	1	0	951
rcv	9993.458	D	951	50	1
snd	10013.850	A	1	0	1001
rcv	10028.637	D	1501	50	1
snd	10038.862	A	1	0	1001
rcv	10118.696	D	1001	50	1
snd	10131.861	A	1	0	1051
rcv	10153.276	D	1551	50	1
snd	10163.712	A	1	0	1051
rcv	10244.074	D	1051	50	1
snd	10267.338	A	1	0	1101
rcv	10280.956	D	1601	50	1
snd	10290.775	A	1	0	1101
rcv	10370.555	D	1101	50	1
snd	10391.370	A	1	0	1151
rcv	10408.526	D	1651	50	1
snd	10417.074	A	1	0	1151
rcv	10498.485	D	1151	50	1
snd	10510.499	A	1	0	1201
rcv	10528.493	D	1701	50	1
snd	10539.131	A	1	0	1201
rcv	10618.477	D	1201	50	1
snd	10633.923	A	1	0	1251
rcv	10648.391	D	1751	50	1
snd	10656.835	A	1	0	1251
rcv	10738.438	D	1251	50	1
snd	10756.857	A	1	0	1301
rcv	10768.360	D	1801	50	1
snd	10779.083	A	1	0	1301
rcv	10858.376	D	1301	50	1
snd	10875.730	A	1	0	1351
rcv	10896.102	D	1851	50	1
snd	10907.731	A	1	0	1351
rcv	11085.582	D	1351	50	1
snd	11104.063	A	1	0	1401
rcv	11120.022	D	1901	50	1
snd	11129.799	A	1	0	1401
rcv	11210.088	D	1401	50	1
snd	11231.178	A	1	0	1451
rcv	11240.010	D	1951	50	1
snd	11249.285	A	1	0	1451
rcv	11428.420	D	1451	50	1
snd	11446.169	A	1	0	1501
rcv	11463.779	D	2001	50	1
snd	11473.740	A	1	0	1501
rcv	11553.854	D	1501	50	1
snd	11570.374	A	1	0	1551
rcv	11586.221	D	2051	50	1
snd	11594.846	A	1	0	1551
rcv	11676.444	D	1551	50	1
snd	11692.608	A	1	0	1601
rcv	11701.059	D	2101	50	1
snd	11709.259	A	1	0	1601
rcv	11788.183	D	1601	50	1
snd	11798.724	A	1	0	1651
rcv	11810.065	D	2151	50	1
