rcv	1387.991	S	0	0	0
snd	1393.383	SA	0	0	1
rcv	1397.691	A	1	0	1
rcv	1403.640	D	1	50	1
snd	1408.624	A	1	0	51
rcv	1412.413	D	51	50	1
snd	1421.735	A	1	0	101
rcv	1425.858	D	151	50	1
snd	1430.075	A	1	0	101
rcv	1435.522	D	201	50	1
snd	1439.708	A	1	0	101
rcv	1443.883	D	251	50	1
snd	1448.766	A	1	0	101
rcv	1453.611	D	301	50	1
snd	1457.872	A	1	0	101
rcv	1462.099	D	351	50	1
snd	1467.023	A	1	0	101
rcv	1471.322	D	401	50	1
snd	1475.515	A	1	0	101
rcv	1479.897	D	451	50	1
snd	1485.560	A	1	0	101
rcv	1490.207	D	501	50	1
snd	1494.814	A	1	0	101
rcv	1499.753	D	551	50	1
snd	1504.571	A	1	0	101
rcv	1508.710	D	101	50	1
snd	1545.025	A	1	0	551
rcv	1553.504	D	651	50	1
snd	1566.923	A	1	0	551
rcv	1573.104	D	701	50	1
snd	1578.194	A	1	0	551
rcv	1582.935	D	751	50	1
snd	1587.313	A	1	0	551
rcv	1591.314	D	801	50	1
snd	1595.445	A	1	0	551
rcv	1600.130	D	851	50	1
snd	1604.436	A	1	0	551
rcv	1608.913	D	901	50	1
snd	1613.689	A	1	0	551
rcv	1620.688	D	951	50	1
snd	1625.492	A	1	0	551
rcv	1630.492	D	1001	50	1
snd	1637.918	A	1	0	551
rcv	1642.559	D	1051	50	1
snd	1646.850	A	1	0	551
rcv	1653.721	D	551	50	1
snd	1662.738	A	1	0	601
rcv	1673.897	D	601	50	1
snd	1684.085	A	1	0	651
rcv	1704.906	D	1151	50	1
snd	1709.598	A	1	0	651
rcv	1714.037	D	651	50	1
snd	1719.753	A	1	0	701
rcv	1724.246	D	1201	50	1
snd	1728.664	A	1	0	701
rcv	1734.090	D	701	50	1
snd	1739.286	A	1	0	751
rcv	1743.687	D	1251	50	1
snd	1748.384	A	1	0	751
rcv	1752.577	D	751	50	1
snd	1757.496	A	1	0	801
rcv	1765.563	D	801	50	1
snd	1770.411	A	1	0	851
rcv	1774.640	D	1351	50	1
snd	1778.888	A	1	0	851
rcv	1783.357	D	851	50	1
snd	1791.528	A	1	0	901
rcv	1795.809	D	1401	50	1
snd	1800.062	A	1	0	901
rcv	1804.446	D	901	50	1
snd	1810.252	A	1	0	951
rcv	1815.751	D	1451	50	1
snd	1820.279	A	1	0	951
rcv	1825.068	D	951	50	1
snd	1835.105	A	1	0	1001
rcv	1840.255	D	1501	50	1
snd	1844.702	A	1	0	1001
