rcv	4924.438	S	0	0	0
snd	4930.437	SA	0	0	1
rcv	4934.910	A	1	0	1
rcv	4940.709	D	1	50	1
snd	4951.604	A	1	0	51
rcv	4956.492	D	51	50	1
snd	4965.382	A	1	0	101
rcv	4970.293	D	151	50	1
snd	4976.165	A	1	0	101
rcv	4981.474	D	201	50	1
snd	4986.386	A	1	0	101
rcv	4990.997	D	251	50	1
snd	4996.813	A	1	0	101
rcv	5001.418	D	301	50	1
snd	5006.852	A	1	0	101
rcv	5013.524	D	351	50	1
snd	5019.081	A	1	0	101
rcv	5024.827	D	401	50	1
snd	5031.916	A	1	0	101
rcv	5036.435	D	451	50	1
snd	5042.530	A	1	0	101
rcv	5048.524	D	1	50	1
rcv	5054.247	D	501	50	1
snd	5060.439	A	1	0	101
rcv	5065.580	D	551	50	1
snd	5070.598	A	1	0	101
rcv	5075.606	D	101	50	1
snd	5107.177	A	1	0	551
rcv	5112.445	D	101	50	1
rcv	5118.676	D	101	50	1
rcv	5124.592	D	601	50	1
snd	5131.376	A	1	0	551
rcv	5136.793	D	651	50	1
snd	5141.950	A	1	0	551
rcv	5147.600	D	701	50	1
snd	5152.695	A	1	0	551
rcv	5157.595	D	751	50	1
snd	5163.244	A	1	0	551
rcv	5168.143	D	801	50	1
snd	5173.084	A	1	0	551
rcv	5179.169	D	851	50	1
snd	5184.103	A	1	0	551
rcv	5189.201	D	901	50	1
snd	5195.944	A	1	0	551
rcv	5201.170	D	1001	50	1
snd	5206.617	A	1	0	551
rcv	5213.158	D	551	50	1
snd	5222.002	A	1	0	601
rcv	5227.642	D	551	50	1
rcv	5233.417	D	1051	50	1
snd	5238.234	A	1	0	601
rcv	5243.780	D	601	50	1
snd	5253.532	A	1	0	651
rcv	5263.713	D	1101	50	1
snd	5269.404	A	1	0	651
rcv	5277.544	D	651	50	1
snd	5289.322	A	1	0	701
rcv	5302.377	D	701	50	1
snd	5314.156	A	1	0	751
rcv	5319.685	D	1201	50	1
snd	5328.174	A	1	0	751
rcv	5334.169	D	751	50	1
snd	5345.853	A	1	0	801
rcv	5351.626	D	1251	50	1
snd	5356.802	A	1	0	801
rcv	5364.856	D	801	50	1
snd	5371.462	A	1	0	851
rcv	5380.608	D	1301	50	1
snd	5386.404	A	1	0	851
rcv	5396.574	D	851	50	1
snd	5408.128	A	1	0	901
rcv	5419.478	D	1351	50	1
snd	5426.535	A	1	0	901
rcv	5434.509	D	901	50	1
snd	5440.503	A	1	0	951
rcv	5451.718	D	1401	50	1
snd	5458.793	A	1	0	951
rcv	5467.010	D	951	50	1
snd	5478.319	A	1	0	1001
rcv	5484.393	D	1451	50	1
snd	5491.668	A	1	0	1001
rcv	5501.734	D	1001	50	1
snd	5514.091	A	1	0	1051
rcv	5519.460	D	1501	50	1
snd	5527.346	A	1	0	1051
rcv	5534.787	D	1051	50	1
snd	5541.155	A	1	0	1101
rcv	5548.523	D	1551	50	1
snd	5555.373	A	1	0	1101
rcv	5562.352	D	1101	50	1
snd	5569.627	A	1	0	1151
rcv	5574.662	D	1601	50	1
snd	5583.006	A	1	0	1151
rcv	5588.509	D	1151	50	1
snd	5597.479	A	1	0	1201
rcv	5602.626	D	1651	50	1
snd	5610.639	A	1	0	1201
rcv	5618.560	D	1201	50	1
snd	5630.263	A	1	0	1251
rcv	5635.432	D	1701	50	1
snd	5640.727	A	1	0	1251
rcv	5689.532	D	1251	50	1
snd	5696.648	A	1	0	1301
rcv	5702.090	D	1751	50	1
snd	5709.467	A	1	0	1301
rcv	5717.484	D	1301	50	1
snd	5731.868	A	1	0	1351
rcv	5737.554	D	1801	50	1
snd	5743.290	A	1	0	1351
rcv	5789.539	D	1351	50	1
snd	5801.711	A	1	0	1401
rcv	5807.169	D	1851	50	1
snd	5820.165	A	1	0	1401
rcv	5826.491	D	1401	50	1
snd	5838.891	A	1	0	1451
rcv	5844.574	D	1901	50	1
snd	5850.893	A	1	0	1451
rcv	5856.204	D	1451	50	1
snd	5866.406	A	1	0	1501
rcv	5871.062	D	1951	50	1
snd	5880.183	A	1	0	1501
rcv	5885.344	D	1501	50	1
snd	5898.512	A	1	0	1551
rcv	5904.245	D	2001	50	1
snd	5911.595	A	1	0	1551
rcv	5920.284	D	1551	50	1
snd	5933.985	A	1	0	1601
rcv	5938.886	D	2051	50	1
snd	5947.812	A	1	0	1601
rcv	5953.261	D	1601	50	1
snd	5959.598	A	1	0	1651
rcv	5965.570	D	2101	50	1
snd	5971.822	A	1	0	1651
rcv	5978.550	D	1651	50	1
snd	5988.198	A	1	0	1701
rcv	5998.196	D	1701	50	1
snd	6006.910	A	1	0	1751
rcv	6014.356	D	2201	50	1
snd	6020.910	A	1	0	1751
rcv	6027.164	D	1751	50	1
snd	6034.522	A	1	0	1801
rcv	6039.452	D	2251	50	1
snd	6057.235	A	1	0	1801
rcv	6067.097	D	1801	50	1
snd	6076.277	A	1	0	1851
rcv	6083.654	D	2301	50	1
snd	6088.740	A	1	0	1851
rcv	6198.037	D	1851	50	1
snd	6204.597	A	1	0	1901
rcv	6212.262	D	2351	50	1
snd	6221.070	A	1	0	1901
rcv	6264.561	D	1901	50	1
snd	6302.340	A	1	0	1951
rcv	6307.694	D	2401	50	1
snd	6318.920	A	1	0	1951
rcv	6329.537	D	1951	50	1
snd	6340.702	A	1	0	2001
rcv	6347.892	D	2451	50	1
snd	6353.145	A	1	0	2001
rcv	6363.189	D	2001	50	1
snd	6377.142	A	1	0	2051
rcv	6385.374	D	2501	50	1
snd	6391.449	A	1	0	2051
rcv	6399.029	D	2051	50	1
snd	6405.164	A	1	0	2101
rcv	6417.629	D	2551	50	1
snd	6422.582	A	1	0	2101
rcv	6429.021	D	2101	50	1
snd	6435.998	A	1	0	2151
rcv	6444.045	D	2601	50	1
snd	6450.437	A	1	0	2151
rcv	6455.376	D	2151	50	1
snd	6468.099	A	1	0	2201
rcv	6472.944	D	2651	50	1
snd	6480.239	A	1	0	2201
rcv	6485.697	D	2201	50	1
snd	6496.388	A	1	0	2251
rcv	6502.000	D	2701	50	1
snd	6507.225	A	1	0	2251
rcv	6513.524	D	2251	50	1
snd	6522.559	A	1	0	2301
rcv	6529.219	D	2751	50	1
snd	6534.748	A	1	0	2301
rcv	6539.715	D	2301	50	1
snd	6549.604	A	1	0	2351
rcv	6554.334	D	2801	50	1
snd	6564.682	A	1	0	2351
rcv	6569.940	D	2351	50	1
snd	6581.870	A	1	0	2401
rcv	6597.409	D	2401	50	1
snd	6619.818	A	1	0	2451
rcv	6638.343	D	2901	50	1
snd	6724.933	A	1	0	2451
rcv	6739.071	D	2451	50	1
snd	6751.044	A	1	0	2501
rcv	6756.306	D	2451	50	1
rcv	6765.584	D	2451	50	1
